datetime,open,high,low,close,volume
2022-04-02 12:00:00,39231.0,39512.0,37996.0,38114.0,20306.93
2022-04-02 16:00:00,38332.0,38745.0,37626.0,38282.0,3735.75
2022-04-02 20:00:00,37879.0,38547.0,37820.0,37820.0,11439.26
2022-04-03 00:00:00,38197.0,38646.0,37450.0,38117.0,11585.92
2022-04-03 04:00:00,38261.0,38757.0,38124.0,38554.0,4815.59
2022-04-03 08:00:00,38672.0,38750.0,38210.0,38523.0,6850.43
2022-04-03 12:00:00,38528.0,39200.0,38522.0,38847.0,5480.32
2022-04-03 16:00:00,38847.0,39025.0,38309.0,38710.0,2146.23
2022-04-03 20:00:00,38610.0,39700.0,38528.0,39122.0,13625.71
2022-04-04 00:00:00,39063.0,39210.0,38350.0,38806.0,15467.59
2022-04-04 04:00:00,38548.0,39393.0,38548.0,39293.0,3982.12
2022-04-04 08:00:00,39293.0,39441.0,37801.0,38535.0,2821.13
2022-04-04 12:00:00,38535.0,38614.0,37350.0,37350.0,8084.66
2022-04-04 16:00:00,37300.0,37964.0,36701.0,37739.0,2069.96
2022-04-04 20:00:00,37794.0,38350.0,37658.0,38350.0,2088.24
2022-04-05 00:00:00,38150.0,38371.0,37852.0,38242.0,1742.9
2022-04-05 04:00:00,38238.0,38450.0,37823.0,38084.0,5296.68
2022-04-05 08:00:00,38084.0,38296.0,37796.0,38129.0,4709.78
2022-04-05 12:00:00,38165.0,38500.0,37229.0,37500.0,3531.02
2022-04-05 16:00:00,37500.0,38249.0,37150.0,37400.0,4428.02
2022-04-05 20:00:00,37556.0,37556.0,36713.0,36713.0,51947.83
2022-04-06 00:00:00,36720.0,36750.0,34515.0,35709.0,11077.7
2022-04-06 04:00:00,35611.0,36163.0,35500.0,35673.0,7025.84
2022-04-06 08:00:00,35693.0,35880.0,34500.0,34820.0,6330.73
2022-04-06 12:00:00,34820.0,35375.0,33375.0,34089.0,11264.83
2022-04-06 16:00:00,34290.0,35999.0,33360.0,34490.0,5609.45
2022-04-06 20:00:00,34886.0,35221.0,33357.0,33502.0,2810.08
2022-04-07 00:00:00,33646.0,34486.0,32950.0,33902.0,2740.65
2022-04-07 04:00:00,33902.0,34650.0,33753.0,34625.0,2734.4
2022-04-07 08:00:00,34771.0,34962.0,34007.0,34820.0,2344.21
2022-04-07 12:00:00,34836.0,35000.0,33750.0,34255.0,5022.75
2022-04-07 16:00:00,34255.0,34949.0,33947.0,34469.0,20107.92
2022-04-07 20:00:00,34233.0,34909.0,34232.0,34585.0,496.04
2022-04-08 00:00:00,34917.0,35050.0,34557.0,34666.0,1153.33
2022-04-08 04:00:00,34878.0,34952.0,34332.0,34684.0,2300.22
2022-04-08 08:00:00,34813.0,34923.0,34075.0,34075.0,1473.65
2022-04-08 12:00:00,34155.0,34243.0,33184.0,33900.0,3134.17
2022-04-08 16:00:00,33800.0,33810.0,33080.0,33438.0,2743.29
2022-04-08 20:00:00,33438.0,33438.0,32300.0,32300.0,3819.12
2022-04-09 00:00:00,32401.0,33010.0,32401.0,32851.0,3882.59
2022-04-09 04:00:00,32946.0,33300.0,32701.0,33101.0,34801.39
2022-04-09 08:00:00,33101.0,33499.0,32983.0,33276.0,23178.97
2022-04-09 12:00:00,33283.0,33632.0,32815.0,33196.0,2419.17
2022-04-09 16:00:00,32775.0,33222.0,32775.0,32995.0,858.67
2022-04-09 20:00:00,33524.0,33634.0,32873.0,33634.0,1413.63
2022-04-10 00:00:00,33634.0,33898.0,32903.0,33661.0,2298.77
2022-04-10 04:00:00,33379.0,33500.0,33105.0,33282.0,1583.52
2022-04-10 08:00:00,33263.0,33288.0,32801.0,32801.0,1826.59
2022-04-10 12:00:00,33172.0,33172.0,32802.0,32986.0,215.15
2022-04-10 16:00:00,33288.0,33699.0,32822.0,33622.0,2207.79
2022-04-10 20:00:00,33615.0,33800.0,32418.0,32418.0,3836.99
2022-04-11 00:00:00,32417.0,32988.0,31560.0,31931.0,5041.4
2022-04-11 04:00:00,32147.0,32517.0,31880.0,32422.0,3137.37
2022-04-11 08:00:00,32381.0,32381.0,30547.0,30935.0,7913.43
2022-04-11 12:00:00,30723.0,31000.0,30000.0,30188.0,9178.87
2022-04-11 16:00:00,30188.0,31200.0,30069.0,30640.0,24603.33
2022-04-11 20:00:00,30336.0,30849.0,29408.0,29600.0,5101.36
2022-04-12 00:00:00,29876.0,30255.0,29604.0,29605.0,950.64
2022-04-12 04:00:00,29684.0,30999.0,29683.0,30676.0,21278.93
2022-04-12 08:00:00,30875.0,31521.0,30624.0,31135.0,4288.41
2022-04-12 12:00:00,31135.0,31591.0,30504.0,30940.0,5390.58
2022-04-12 16:00:00,30942.0,31085.0,29904.0,29904.0,1172.48
2022-04-12 20:00:00,30068.0,30995.0,30014.0,30995.0,2254.31
2022-04-13 00:00:00,30995.0,31152.0,30535.0,31028.0,2592.94
2022-04-13 04:00:00,30796.0,31198.0,30796.0,30971.0,7452.27
2022-04-13 08:00:00,30970.0,31053.0,30420.0,30744.0,6171.67
2022-04-13 12:00:00,30404.0,31800.0,30318.0,31648.0,6694.54
2022-04-13 16:00:00,31644.0,31752.0,31294.0,31460.0,2972.6
2022-04-13 20:00:00,31461.0,31706.0,31423.0,31586.0,990.0
2022-04-14 00:00:00,31663.0,32150.0,31662.0,31867.0,650.75
