datetime,open,high,low,close,volume
2025-09-24 09:15:00,3850.0,3850.0,3850.0,3850.0,332.0
2025-09-24 09:20:00,3850.0,3851.0,3850.0,3850.0,295.0
2025-09-24 09:25:00,3850.0,3850.0,3850.0,3850.0,56.0
2025-09-24 09:30:00,3850.0,3850.0,3850.0,3850.0,36.0
2025-09-24 09:35:00,3850.0,3850.0,3850.0,3850.0,355.0
2025-09-24 09:40:00,3850.0,3850.0,3850.0,3850.0,14.0
2025-09-24 09:45:00,3850.0,3850.0,3850.0,3850.0,8.0
2025-09-24 09:50:00,3850.0,3850.0,3850.0,3850.0,0.0
2025-09-24 09:55:00,3850.0,3850.0,3850.0,3850.0,29.0
2025-09-24 10:00:00,3850.0,3850.0,3850.0,3850.0,0.0
2025-09-24 10:05:00,3850.0,3851.0,3850.0,3851.0,258.0
2025-09-24 10:10:00,3851.0,3851.0,3851.0,3851.0,2523.0
2025-09-24 10:15:00,3851.0,3851.0,3851.0,3851.0,189.0
2025-09-24 10:20:00,3851.0,3852.0,3851.0,3851.0,194.0
2025-09-24 10:25:00,3851.0,3852.0,3851.0,3851.0,398.0
2025-09-24 10:30:00,3852.0,3852.0,3851.0,3851.0,189.0
2025-09-24 10:35:00,3852.0,3852.0,3852.0,3852.0,10.0
2025-09-24 10:40:00,3851.0,3851.0,3851.0,3851.0,24.0
2025-09-24 10:45:00,3851.0,3852.0,3851.0,3851.0,28.0
2025-09-24 10:50:00,3852.0,3852.0,3851.0,3851.0,325.0
2025-09-24 10:55:00,3851.0,3851.0,3851.0,3851.0,48.0
2025-09-24 11:00:00,3851.0,3851.0,3851.0,3851.0,87.0
2025-09-24 11:05:00,3851.0,3851.0,3851.0,3851.0,89.0
2025-09-24 11:10:00,3851.0,3851.0,3851.0,3851.0,127.0
2025-09-24 11:15:00,3851.0,3852.0,3851.0,3852.0,1061.0
2025-09-24 11:20:00,3853.0,3853.0,3852.0,3853.0,390.0
2025-09-24 11:25:00,3852.0,3856.0,3852.0,3856.0,3568.0
2025-09-24 11:30:00,3856.0,3856.0,3855.0,3856.0,1135.0
2025-09-24 11:35:00,3856.0,3856.0,3855.0,3855.0,353.0
2025-09-24 11:40:00,3855.0,3855.0,3855.0,3855.0,65.0
2025-09-24 11:45:00,3855.0,3856.0,3855.0,3855.0,2296.0
2025-09-24 11:50:00,3855.0,3855.0,3855.0,3855.0,513.0
2025-09-24 11:55:00,3855.0,3855.0,3855.0,3855.0,651.0
2025-09-24 12:00:00,3855.0,3855.0,3855.0,3855.0,558.0
2025-09-24 12:05:00,3855.0,3856.0,3855.0,3855.0,369.0
2025-09-24 12:10:00,3855.0,3856.0,3855.0,3855.0,1338.0
2025-09-24 12:15:00,3855.0,3856.0,3855.0,3855.0,558.0
2025-09-24 12:20:00,3855.0,3856.0,3855.0,3855.0,597.0
2025-09-24 12:25:00,3856.0,3856.0,3854.0,3855.0,1329.0
2025-09-24 12:30:00,3853.0,3853.0,3853.0,3853.0,167.0
2025-09-24 12:35:00,3853.0,3853.0,3853.0,3853.0,88.0
2025-09-24 12:40:00,3853.0,3853.0,3852.0,3853.0,345.0
2025-09-24 12:45:00,3853.0,3853.0,3852.0,3852.0,242.0
2025-09-24 12:50:00,3852.0,3853.0,3852.0,3853.0,2007.0
2025-09-24 12:55:00,3853.0,3853.0,3852.0,3852.0,369.0
2025-09-24 13:00:00,3852.0,3858.0,3852.0,3858.0,25630.0
2025-09-24 13:05:00,3858.0,3858.0,3857.0,3858.0,765.0
2025-09-24 13:10:00,3857.0,3858.0,3857.0,3857.0,604.0
2025-09-24 13:15:00,3857.0,3858.0,3857.0,3857.0,2205.0
2025-09-24 13:20:00,3857.0,3858.0,3857.0,3857.0,790.0
2025-09-24 13:25:00,3857.0,3858.0,3857.0,3857.0,681.0
2025-09-24 13:30:00,3858.0,3858.0,3857.0,3858.0,4136.0
2025-09-24 13:35:00,3859.0,3860.0,3859.0,3860.0,1865.0
2025-09-24 13:40:00,3860.0,3860.0,3859.0,3859.0,538.0
2025-09-24 13:45:00,3859.0,3860.0,3859.0,3860.0,1063.0
2025-09-24 13:50:00,3860.0,3860.0,3859.0,3860.0,394.0
2025-09-24 13:55:00,3860.0,3860.0,3859.0,3860.0,922.0
2025-09-24 14:00:00,3860.0,3864.0,3859.0,3864.0,2807.0
2025-09-24 14:05:00,3864.0,3865.0,3864.0,3864.0,1598.0
2025-09-24 14:10:00,3864.0,3865.0,3864.0,3864.0,3305.0
2025-09-24 14:15:00,3864.0,3865.0,3864.0,3865.0,1302.0
2025-09-24 14:20:00,3864.0,3865.0,3864.0,3864.0,2344.0
2025-09-24 14:25:00,3865.0,3865.0,3863.0,3864.0,1872.0
2025-09-24 14:30:00,3864.0,3864.0,3858.0,3859.0,6671.0
2025-09-24 14:35:00,3858.0,3859.0,3858.0,3859.0,1673.0
2025-09-24 14:40:00,3858.0,3858.0,3857.0,3858.0,1585.0
2025-09-24 14:45:00,3858.0,3859.0,3857.0,3858.0,3068.0
2025-09-24 14:50:00,3858.0,3860.0,3857.0,3858.0,4988.0
2025-09-24 14:55:00,3859.0,3859.0,3858.0,3858.0,2005.0
2025-09-24 15:00:00,3859.0,3859.0,3858.0,3859.0,722.0
2025-09-24 15:05:00,3859.0,3861.0,3859.0,3861.0,1657.0
2025-09-24 15:10:00,3861.0,3863.0,3861.0,3862.0,1847.0
2025-09-24 15:15:00,3863.0,3864.0,3863.0,3864.0,1607.0
2025-09-24 15:20:00,3864.0,3865.0,3863.0,3865.0,508.0
2025-09-24 15:25:00,3865.0,3865.0,3864.0,3865.0,336.0
2025-09-24 15:30:00,3866.0,3867.0,3865.0,3866.0,1625.0
2025-09-24 15:35:00,3866.0,3869.0,3866.0,3868.0,1037.0
2025-09-24 15:40:00,3868.0,3869.0,3866.0,3866.0,2829.0
2025-09-24 15:45:00,3867.0,3868.0,3867.0,3868.0,1255.0
2025-09-24 15:50:00,3868.0,3868.0,3867.0,3867.0,943.0
2025-09-24 15:55:00,3867.0,3868.0,3867.0,3867.0,1155.0
2025-09-24 16:00:00,3867.0,3868.0,3867.0,3867.0,884.0
2025-09-24 16:05:00,3867.0,3869.0,3866.0,3868.0,5905.0
