datetime,open,high,low,close,volume
2025-09-25 13:00:00,0.1,0.85,0.1,0.7602,119822390.7
2025-09-25 13:05:00,0.7613,0.7959,0.7147,0.75,61623694.0
2025-09-25 13:10:00,0.7499,0.76,0.7216,0.7229,38514618.8
2025-09-25 13:15:00,0.7229,0.7269,0.68,0.6999,35001832.7
2025-09-25 13:20:00,0.6996,0.7488,0.6977,0.7468,23010154.4
2025-09-25 13:25:00,0.7468,0.7948,0.74,0.7809,28716730.6
2025-09-25 13:30:00,0.7809,0.796,0.7527,0.7686,27649025.0
2025-09-25 13:35:00,0.7685,0.77,0.7311,0.756,16803806.0
2025-09-25 13:40:00,0.7558,0.764,0.7453,0.7583,18051158.0
2025-09-25 13:45:00,0.7584,0.7654,0.7366,0.743,12777898.8
2025-09-25 13:50:00,0.7431,0.7547,0.72,0.7264,11738772.5
2025-09-25 13:55:00,0.7265,0.7441,0.7263,0.7407,8693654.5
2025-09-25 14:00:00,0.7406,0.755,0.7322,0.7474,10809457.2
2025-09-25 14:05:00,0.7475,0.7498,0.7342,0.749,10301534.2
2025-09-25 14:10:00,0.7489,0.7712,0.7451,0.7694,13954048.6
2025-09-25 14:15:00,0.7694,0.7868,0.769,0.7807,12356916.0
2025-09-25 14:20:00,0.7806,0.7818,0.7628,0.7674,11084120.2
2025-09-25 14:25:00,0.7675,0.78,0.7665,0.7784,10945523.9
2025-09-25 14:30:00,0.7784,0.8458,0.7763,0.8221,30181681.9
2025-09-25 14:35:00,0.8222,0.8684,0.8141,0.8492,24301844.7
2025-09-25 14:40:00,0.8497,0.875,0.8452,0.8648,24078457.0
2025-09-25 14:45:00,0.8647,0.9491,0.864,0.9241,35498892.8
2025-09-25 14:50:00,0.9236,0.9271,0.8834,0.9168,25971811.5
2025-09-25 14:55:00,0.9169,0.9534,0.9117,0.9284,26143159.4
2025-09-25 15:00:00,0.9272,0.9295,0.8857,0.8911,26268165.6
2025-09-25 15:05:00,0.8912,0.9242,0.8644,0.9201,21478934.7
2025-09-25 15:10:00,0.9202,0.93,0.91,0.9173,19972751.3
2025-09-25 15:15:00,0.9172,0.958,0.9105,0.9442,17643656.7
2025-09-25 15:20:00,0.9445,0.9488,0.9025,0.9038,16532740.8
2025-09-25 15:25:00,0.9035,0.916,0.8794,0.9008,15888716.3
2025-09-25 15:30:00,0.9008,0.915,0.878,0.9116,12055493.1
2025-09-25 15:35:00,0.9116,0.921,0.8557,0.8572,16866833.4
2025-09-25 15:40:00,0.8575,0.8785,0.8358,0.8589,21918490.7
2025-09-25 15:45:00,0.8592,0.8943,0.8538,0.8917,17526550.5
2025-09-25 15:50:00,0.8916,0.897,0.8767,0.8873,10586173.4
2025-09-25 15:55:00,0.8874,0.8941,0.875,0.885,7392720.7
2025-09-25 16:00:00,0.8848,0.934,0.8701,0.9241,20696018.7
2025-09-25 16:05:00,0.9242,0.9388,0.9101,0.9205,14565299.7
2025-09-25 16:10:00,0.9205,0.9693,0.9201,0.9433,28073732.1
2025-09-25 16:15:00,0.9441,0.963,0.9223,0.9316,13084643.4
2025-09-25 16:20:00,0.932,0.9588,0.917,0.9468,14510553.3
2025-09-25 16:25:00,0.9465,0.9758,0.9314,0.9709,22869709.8
2025-09-25 16:30:00,0.9708,0.982,0.95,0.9736,20015132.6
2025-09-25 16:35:00,0.9734,1.0567,0.9706,1.0487,35518881.4
2025-09-25 16:40:00,1.0489,1.07,1.0137,1.0213,21647570.2
2025-09-25 16:45:00,1.0211,1.0597,0.9879,1.0554,28254043.6
2025-09-25 16:50:00,1.0553,1.0775,1.0405,1.0474,16347508.3
2025-09-25 16:55:00,1.0474,1.075,1.0247,1.0501,15476502.8
2025-09-25 17:00:00,1.0503,1.0535,1.0034,1.0197,21692617.9
2025-09-25 17:05:00,1.0198,1.0332,0.9977,1.0008,8061583.7
2025-09-25 17:10:00,1.001,1.0338,0.9966,1.027,9752104.7
2025-09-25 17:15:00,1.0267,1.058,1.0231,1.0574,8641625.6
2025-09-25 17:20:00,1.0571,1.0574,0.9948,1.0068,13246863.0
2025-09-25 17:25:00,1.0067,1.0354,1.0033,1.0243,8162714.6
2025-09-25 17:30:00,1.024,1.0247,0.9581,0.985,19895549.9
2025-09-25 17:35:00,0.9849,1.0028,0.9492,1.0022,19572833.9
2025-09-25 17:40:00,1.0015,1.03,0.98,1.0175,13884495.7
2025-09-25 17:45:00,1.0175,1.0332,1.0127,1.0284,6546079.9
2025-09-25 17:50:00,1.0284,1.0468,0.998,1.0249,9174823.8
2025-09-25 17:55:00,1.0246,1.0407,1.0101,1.0362,4322029.5
2025-09-25 18:00:00,1.0359,1.0477,1.0146,1.0172,7749082.3
2025-09-25 18:05:00,1.0175,1.0207,0.9897,1.0178,8461520.5
2025-09-25 18:10:00,1.0178,1.027,1.0089,1.0233,5584712.9
2025-09-25 18:15:00,1.0236,1.0543,1.0157,1.0396,8267503.3
2025-09-25 18:20:00,1.0399,1.094,1.0375,1.0923,10290049.0
2025-09-25 18:25:00,1.0915,1.0988,1.0652,1.0747,7861448.6
2025-09-25 18:30:00,1.075,1.119,1.0686,1.1121,7410879.8
2025-09-25 18:35:00,1.1121,1.1467,1.0956,1.1441,7413545.6
2025-09-25 18:40:00,1.144,1.15,1.1171,1.1186,6517362.2
2025-09-25 18:45:00,1.1188,1.1448,1.111,1.1417,6246184.5
2025-09-25 18:50:00,1.1419,1.1505,1.0905,1.1064,9721958.4
2025-09-25 18:55:00,1.1064,1.1111,1.0738,1.0845,6891504.2
2025-09-25 19:00:00,1.0846,1.1039,1.0753,1.0928,3458452.1
2025-09-25 19:05:00,1.093,1.093,1.0672,1.0729,4456560.2
2025-09-25 19:10:00,1.0729,1.097,1.0616,1.0894,4981035.8
2025-09-25 19:15:00,1.0888,1.1277,1.0812,1.1231,4520660.7
2025-09-25 19:20:00,1.122,1.1244,1.0902,1.1108,4453674.6
2025-09-25 19:25:00,1.1108,1.1471,1.1013,1.1305,5731037.2
2025-09-25 19:30:00,1.1304,1.1721,1.1304,1.1564,8955162.7
2025-09-25 19:35:00,1.157,1.168,1.1392,1.1611,4491347.4
2025-09-25 19:40:00,1.161,1.18,1.1476,1.1789,5836207.0
2025-09-25 19:45:00,1.1791,1.199,1.166,1.1761,7440013.0
2025-09-25 19:50:00,1.1763,1.2076,1.1548,1.2002,9297469.4
2025-09-25 19:55:00,1.2002,1.2304,1.198,1.2282,5740065.6
2025-09-25 20:00:00,1.2278,1.2477,1.19,1.2441,8791537.3
2025-09-25 20:05:00,1.2447,1.2868,1.2223,1.2758,8299057.4
2025-09-25 20:10:00,1.2766,1.2818,1.2467,1.2549,12604994.4
2025-09-25 20:15:00,1.2556,1.2556,1.2118,1.2218,7601402.4
2025-09-25 20:20:00,1.2218,1.2797,1.2196,1.2671,9459915.0
2025-09-25 20:25:00,1.2671,1.2721,1.2353,1.253,6377751.2
2025-09-25 20:30:00,1.2533,1.2617,1.1981,1.2201,11960962.2
2025-09-25 20:35:00,1.2199,1.2228,1.1808,1.1957,6202890.2
2025-09-25 20:40:00,1.1953,1.2338,1.1944,1.228,7610405.5
2025-09-25 20:45:00,1.228,1.2422,1.2084,1.2169,5852157.5
2025-09-25 20:50:00,1.2164,1.2596,1.2157,1.259,4373339.0
2025-09-25 20:55:00,1.2595,1.2788,1.248,1.2773,5142941.8
2025-09-25 21:00:00,1.277,1.2844,1.2438,1.2547,7202793.8
2025-09-25 21:05:00,1.2548,1.265,1.229,1.238,3912995.9
2025-09-25 21:10:00,1.2382,1.2549,1.235,1.2511,2743425.1
2025-09-25 21:15:00,1.2507,1.2516,1.2173,1.2207,3792525.8
2025-09-25 21:20:00,1.221,1.2491,1.221,1.242,4798831.8
2025-09-25 21:25:00,1.2417,1.299,1.2408,1.2962,7031014.2
2025-09-25 21:30:00,1.2967,1.3159,1.2713,1.3133,7936888.6
2025-09-25 21:35:00,1.3131,1.3187,1.2915,1.3082,7312546.5
2025-09-25 21:40:00,1.3079,1.3186,1.282,1.2975,2977061.3
2025-09-25 21:45:00,1.2975,1.34,1.285,1.3328,4312164.4
2025-09-25 21:50:00,1.3325,1.35,1.3201,1.3427,2948635.4
