datetime,open,high,low,close,volume
2023-09-25 19:40:00,940.0,940.0,940.0,940.0,0.0
2023-09-25 19:45:00,940.0,940.0,940.0,940.0,0.0
2023-09-25 19:50:00,940.0,940.0,940.0,940.0,0.0
2023-09-25 19:55:00,940.0,940.0,940.0,940.0,0.0
2023-09-25 20:00:00,940.0,940.0,940.0,940.0,0.0
2023-09-25 20:05:00,940.0,940.0,940.0,940.0,0.0
2023-09-25 20:10:00,940.0,940.0,940.0,940.0,0.0
2023-09-25 20:15:00,940.0,940.0,940.0,940.0,0.0
2023-09-25 20:20:00,940.0,940.0,940.0,940.0,0.0
2023-09-25 20:25:00,940.0,940.0,940.0,940.0,0.0
2023-09-25 20:30:00,940.0,940.0,940.0,940.0,0.0
2023-09-25 20:35:00,940.0,940.0,940.0,940.0,0.0
2023-09-25 20:40:00,940.0,940.0,940.0,940.0,0.0
2023-09-25 20:45:00,940.0,940.0,940.0,940.0,0.0
2023-09-25 20:50:00,940.0,940.0,940.0,940.0,0.0
2023-09-25 20:55:00,940.0,940.0,940.0,940.0,0.0
2023-09-25 21:00:00,940.0,940.0,940.0,940.0,0.0
2023-09-25 21:05:00,940.0,940.0,940.0,940.0,0.0
2023-09-25 21:10:00,940.0,940.0,940.0,940.0,0.0
2023-09-25 21:15:00,936.0,936.0,936.0,936.0,105.0
2023-09-25 21:20:00,936.0,936.0,936.0,936.0,0.0
2023-09-25 21:25:00,936.0,936.0,936.0,936.0,0.0
2023-09-25 21:30:00,936.0,936.0,936.0,936.0,0.0
2023-09-25 21:35:00,936.0,936.0,936.0,936.0,0.0
2023-09-25 21:40:00,936.0,936.0,936.0,936.0,0.0
2023-09-25 21:45:00,936.0,936.0,936.0,936.0,0.0
2023-09-25 21:50:00,936.0,936.0,936.0,936.0,0.0
2023-09-25 21:55:00,936.0,936.0,936.0,936.0,0.0
2023-09-25 22:00:00,936.0,936.0,936.0,936.0,0.0
2023-09-25 22:05:00,936.0,936.0,936.0,936.0,0.0
2023-09-25 22:10:00,936.0,936.0,936.0,936.0,0.0
2023-09-25 22:15:00,936.0,936.0,936.0,936.0,0.0
2023-09-25 22:20:00,936.0,936.0,936.0,936.0,0.0
2023-09-25 22:25:00,936.0,936.0,936.0,936.0,100.0
2023-09-25 22:30:00,936.0,936.0,936.0,936.0,0.0
2023-09-25 22:35:00,936.0,936.0,936.0,936.0,0.0
2023-09-25 22:40:00,936.0,936.0,936.0,936.0,0.0
2023-09-25 22:45:00,936.0,936.0,936.0,936.0,0.0
2023-09-25 22:50:00,935.0,935.0,935.0,935.0,338.0
2023-09-25 22:55:00,935.0,935.0,935.0,935.0,211.0
2023-09-25 23:00:00,935.0,935.0,935.0,935.0,0.0
2023-09-25 23:05:00,935.0,935.0,935.0,935.0,0.0
2023-09-25 23:10:00,936.0,936.0,936.0,936.0,1071.0
2023-09-25 23:15:00,937.0,937.0,937.0,937.0,528.0
2023-09-25 23:20:00,937.0,937.0,937.0,937.0,0.0
2023-09-25 23:25:00,937.0,937.0,937.0,937.0,0.0
2023-09-25 23:30:00,937.0,937.0,937.0,937.0,0.0
2023-09-25 23:35:00,937.0,937.0,937.0,937.0,0.0
2023-09-25 23:40:00,937.0,937.0,937.0,937.0,53.0
2023-09-25 23:45:00,936.0,937.0,936.0,937.0,248.0
2023-09-25 23:50:00,937.0,937.0,937.0,937.0,0.0
2023-09-25 23:55:00,937.0,937.0,937.0,937.0,0.0
2023-09-26 00:00:00,937.0,937.0,937.0,937.0,0.0
2023-09-26 00:05:00,937.0,937.0,937.0,937.0,0.0
2023-09-26 00:10:00,938.0,938.0,938.0,938.0,7287.0
2023-09-26 00:15:00,938.0,938.0,937.0,937.0,321.0
2023-09-26 00:20:00,937.0,937.0,937.0,937.0,0.0
2023-09-26 00:25:00,939.0,939.0,939.0,939.0,190.0
2023-09-26 00:30:00,937.0,937.0,937.0,937.0,158.0
2023-09-26 00:35:00,937.0,937.0,937.0,937.0,0.0
2023-09-26 00:40:00,937.0,937.0,937.0,937.0,0.0
2023-09-26 00:45:00,937.0,937.0,937.0,937.0,44.0
2023-09-26 00:50:00,937.0,937.0,937.0,937.0,0.0
2023-09-26 00:55:00,937.0,937.0,937.0,937.0,0.0
2023-09-26 01:00:00,937.0,937.0,937.0,937.0,0.0
2023-09-26 01:05:00,937.0,937.0,937.0,937.0,0.0
2023-09-26 01:10:00,937.0,937.0,937.0,937.0,0.0
2023-09-26 01:15:00,937.0,937.0,937.0,937.0,0.0
2023-09-26 01:20:00,937.0,937.0,937.0,937.0,0.0
2023-09-26 01:25:00,937.0,937.0,937.0,937.0,0.0
2023-09-26 01:30:00,937.0,937.0,937.0,937.0,0.0
2023-09-26 01:35:00,937.0,937.0,937.0,937.0,3586.0
2023-09-26 01:40:00,937.0,937.0,937.0,937.0,0.0
2023-09-26 01:45:00,938.0,938.0,938.0,938.0,265.0
2023-09-26 01:50:00,938.0,940.0,938.0,940.0,8052.0
2023-09-26 01:55:00,940.0,940.0,940.0,940.0,0.0
2023-09-26 02:00:00,940.0,940.0,940.0,940.0,0.0
2023-09-26 02:05:00,940.0,940.0,940.0,940.0,74.0
2023-09-26 02:10:00,940.0,940.0,940.0,940.0,0.0
