id,strategy,pnl,sharpe,maxdd,trial_id,created_at
1,TD13+RSI,2.5,1144.7160296266889,0.0,1,2025-09-28 04:09:51.809068
2,TD13+RSI,2.5,1144.7160296266889,0.0,2,2025-09-28 04:09:54.597493
3,TD13+RSI,2.5,1144.7160296266889,0.0,3,2025-09-28 04:09:57.237798
4,TD13+RSI,2.5,1144.7160296266889,0.0,4,2025-09-28 04:10:00.003049
5,TD13+RSI,2.5,1144.7160296266889,0.0,5,2025-09-28 04:10:02.744657
